session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
60dd23427b83d6724e251dec,60d0ca50fd6a083deda031b5,APPROVED,2021-07-01 02:06:58.857000,2021-07-01 02:22:00.232000,901.375,29,105,0,100,2021-07-01 02:22:00.519000,7B074E4C,DATA EXPIRED,United States,Part-Time,DATA EXPIRED,United States,Male,No
60dd23d603fe0399c99a1611,60d39bc8af5e01b7ab0e1ed5,RETURNED,2021-07-01 02:09:30.496000,2021-07-01 02:17:53.870000,503.374,35,152,0,100,2021-07-01 02:17:54.131000,7B074E4C,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60dd2593680c2bfe14211dac,60d3740f31606cb50e49f00c,APPROVED,2021-07-01 02:17:02.165000,2021-07-01 02:22:22.707000,320.542,30,188,1,100,2021-07-01 02:22:23.007000,7B074E4C,United States,United States,Full-Time,English,United States,Male,No
60dd25cc523ef98ec65fc2e9,568eca7be3ef9e000ca208fc,APPROVED,2021-07-01 02:17:51.294000,2021-07-01 02:25:40.097000,468.803,25,693,0,100,2021-07-01 02:25:40.393000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Male,No
60dd26fd7ed0b143a24fc5fc,60d6b75e7816b323b8ea20d2,APPROVED,2021-07-01 02:22:57.498000,2021-07-01 02:36:04.749000,787.251,33,123,0,100,2021-07-01 02:36:05.016000,7B074E4C,DATA EXPIRED,United States,DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED
60dd28547ee489869a1ac1f9,5aef97b09516fe00010959f4,APPROVED,2021-07-01 02:28:38.778000,2021-07-01 02:33:42.601000,303.823,27,917,1,100,2021-07-01 02:33:42.919000,7B074E4C,United States,United States,Full-Time,English,United States,Female,No
60dd29a68054621ad103ffda,60c3dd053c6f4136639213f9,APPROVED,2021-07-01 02:34:22.138000,2021-07-01 02:45:21.292000,659.154,42,132,2,99,2021-07-01 02:45:21.551000,7B074E4C,United States,United States,Full-Time,English,United States,Female,No
60dd2a2d165e27a52d91713f,5ac6ed43a3ba7a0001b4ba1c,APPROVED,2021-07-01 02:36:32.486000,2021-07-01 22:45:15.149000,72522.663,44,508,0,100,2021-07-01 22:45:15.361000,Manual Completion,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
60dd2ae9f9687fc88e10f9e1,60ce4d729c9270e9f0f171b3,APPROVED,2021-07-01 02:39:40.521000,2021-07-01 02:49:40.824000,600.303,39,164,0,100,2021-07-01 02:49:41.217000,7B074E4C,United States,United States,Full-Time,English,United States,Male,No
60dd2f01369498bcc5ff2a30,60d2763e3eeee3edd02d9127,APPROVED,2021-07-01 02:57:13.098000,2021-07-01 03:01:32.707000,259.609,33,87,2,97,2021-07-01 03:01:32.973000,7B074E4C,DATA EXPIRED,United States,Full-Time,English,United States,Male,No
60dd322529415315f05a7ed3,60c387ed61b37cd0404d3c72,APPROVED,2021-07-01 03:10:32.933000,2021-07-01 03:35:21.862000,1488.929,52,156,0,100,2021-07-01 03:35:22.146000,7B074E4C,United States,United States,Full-Time,English,United States,Male,No
60dd327ff12b1d1dd3e59322,60d6b3920dd0087a3eb1023c,APPROVED,2021-07-01 03:12:07.334000,2021-07-01 03:36:27.931000,1460.597,33,108,0,100,2021-07-01 03:36:28.241000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
60dd37b20eda3c05adb193cd,5b118915e9270900013c298c,RETURNED,2021-07-01 03:34:12.273000,,675019.607482,42,202,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60dd3d984995aac28da24940,5fc6b87519cc4b03d0973605,APPROVED,2021-07-01 03:59:22.466000,2021-07-01 04:12:29.323000,786.857,54,109,0,100,2021-07-01 04:12:29.606000,7B074E4C,United States,United States,Unemployed (and job seeking),English,United States,Female,No
60dd43900982edcaa5683da2,60d6bd31760e072b980885a5,APPROVED,2021-07-01 04:24:52.350000,2021-07-01 04:34:41.246000,588.896,33,100,0,100,2021-07-01 04:34:41.531000,7B074E4C,DATA EXPIRED,United States,DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED
60dd4840e8e8b2c9452b808a,60d33219f5347623d0a57640,APPROVED,2021-07-01 04:45:58.249000,2021-07-01 04:55:10.399000,552.15,31,96,0,100,2021-07-01 04:55:10.669000,7B074E4C,United States,United States,Full-Time,English,United States,Male,No
60dd4ada1106ab64b385e55e,5e8e5540e2ac91100d13533d,APPROVED,2021-07-01 04:56:01.175000,2021-07-01 05:07:48.733000,707.558,28,418,0,100,2021-07-01 05:07:49.009000,7B074E4C,United States,United States,DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED
60dd4eda3fe7d09251cb961f,60d594ddca1986ab52cc3b0e,APPROVED,2021-07-01 05:13:06.643000,2021-07-01 05:21:46.029000,519.386,28,143,5,95,2021-07-01 05:21:46.316000,7B074E4C,United States,United States,Full-Time,English,United States,Male,DATA EXPIRED
60dd5059b2e39961e2f6b626,60d2b326161a622cd363268a,APPROVED,2021-07-01 05:19:23.172000,2021-07-01 05:29:17.664000,594.492,31,123,1,100,2021-07-01 05:29:17.940000,7B074E4C,United States,United States,Full-Time,English,United States,Female,No
